campaign_id,campaign_name,channel,region,campaign_date,ad_spend,revenue_generated
290,Black Friday,LinkedIn,East,2025-07-14,4971.95,7621.89
291,Winter Sale,Google Ads,North,2025-04-15,4645.44,
292,Cyber Monday,Instagram,South,2024-11-05,4976.92,9033.14
293,Black Friday ,Email,North,2025-02-09,6370.67,9304.89
294,Spring Launch ,Google Ads,South,2025-05-03,851.05,864.26
295,Black Friday,Facebook Ads,West,2024-05-15,1367.65,1514.82
296,Black Friday,LinkedIn,South,2025-01-26,1474.39,4516.79
297,Winter Sale,Email,West,2024-12-25,1900.61,3578.22
298,Back To School,Facebook Ads,North,2024-05-23,8978.21,21510.41
299,Summer Promo,Instagram,East,2024-03-27,6708.82,7978.66
300,Winter Sale,LinkedIn,South,2025-06-14,2003.66,1329.38
301,Back To School ,Affiliate,West,2024-04-25,1772.46,2861.39
302,Black Friday,TikTok,South,2025-01-31,1852.4,1583.45
303,Spring Launch,Google Ads,Central,2024-03-10,1294.3,
304,Holiday Deals,YouTube,West,2025-02-15,2142.7,4193.43
305,Back To School ,Email,Central,2024-11-30,5083.83,16581.31
306,Cyber Monday,Instagram,North,2024-09-07,489.19,1808.85
307,Summer Promo,Facebook Ads,North,2024-05-20,6316.21,5223.73
308,Holiday Deals,Email,East,2024-05-09,8748.43,36598.97
309,Black Friday,youtube,East,2025-06-20,704.67,1132.76
310,Black Friday,Google Ads,West,2025-08-03,8081.39,28228.61
311,Spring Launch,Instagram,Central,2024-01-03,1926.76,
312,Summer Promo,Email,North,2025-07-20,3767.67,9185.93
313,Black Friday,LinkedIn,North,2025-08-08,6220.72,12289.99
314,Winter Sale,youtube,North,2025-04-21,4679.09,16329.48
315,Black Friday,Instagram,East,2025-07-31,463.16,699.25
316,Back To School,Instagram,South,2024-01-07,,29227.54
317,Winter Sale,TikTok,North,2025-01-20,5165.61,13577.57
318,New Year Push,Google Ads,South,2024-10-13,1161.0,2658.28
319,Black Friday,affiliate,North,2025-08-17,5372.91,7897.54
320,Cyber Monday,Email,South,2024-10-25,2765.51,5556.29
321,Black Friday,Affiliate,East,2024-08-27,298.7,534.17
322,Summer Promo,Affiliate,West,2024-11-17,2193.34,3969.92
323,Holiday Deals,Facebook Ads,North,2024-06-10,1285.65,5222.45
324,Black Friday,Email,North,2024-09-11,5976.57,19223.1
325,Summer Promo,Google Ads,West,2025-04-08,7912.8,19732.69
326,Spring Launch,Google Ads,North,2024-08-15,960.51,2543.84
327,Holiday Deals,facebook ads,North,2024-03-07,5909.73,20576.25
328,Black Friday,Facebook Ads,North,2025-04-17,4373.43,4418.57
329,Cyber Monday ,YouTube,South,2024-12-28,2909.38,5680.07
330,Back To School,LinkedIn,West,2025-02-25,6494.58,18075.15
331,Back To School,Google Ads,West,2025-01-02,3625.36,16118.57
332,Holiday Deals,Email,North,2024-11-22,,8834.23
333,New Year Push,TikTok,Central,2024-08-26,1107.65,1231.08
334,Winter Sale,Instagram,Central,2025-02-01,2534.98,2896.79
335,Black Friday,Google Ads,East,2025-08-04,1947.01,3193.84
336,New Year Push,linkedin,South,2025-05-17,1816.4,
337,Black Friday ,Instagram,South,2024-12-14,894.31,2323.46
338,Summer Promo,Facebook Ads,Central,2025-01-08,4162.93,18439.76
339,Holiday Deals,TikTok,South,2024-06-10,1209.19,2528.93
340,Black Friday ,Instagram,Central,2024-06-28,9697.76,38422.8
341,Cyber Monday,Google Ads,South,2024-11-21,8189.01,12542.38
342,Summer Promo,TikTok,North,2024-08-31,1791.79,5688.17
343,Black Friday,Affiliate,North,2024-09-28,9300.82,25363.82
344,Winter Sale,YouTube,West,2025-03-05,5758.97,9329.05
345,Spring Launch,Affiliate,Central,2024-08-18,7717.98,9633.39
346,Spring Launch,Facebook Ads,East,2024-06-23,3304.42,7275.49
347,Black Friday,Affiliate,North,2025-03-17,5125.34,7532.4
348,Back To School,Instagram,West,2025-07-21,1236.88,3639.49
349,Winter Sale,YouTube,Central,2025-07-16,2957.44,8354.63
350,New Year Push,Instagram,North,2024-01-27,1628.19,3947.65
351,Cyber Monday,Affiliate,West,2024-09-28,5372.64,3800.04
352,New Year Push,google ads,East,2025-03-26,3432.38,3561.64
353,Spring Launch,facebook ads,East,2025-07-08,727.41,3244.13
354,Cyber Monday,Affiliate,Central,2024-08-29,3291.3,12307.81
355,Summer Promo ,Facebook Ads,West,2024-06-26,2620.94,8455.18
356,Spring Launch ,YouTube,South,2024-05-31,7626.26,21983.11
357,Cyber Monday,youtube,Central,2024-11-29,4768.6,10239.92
358,Cyber Monday,Facebook Ads,West,2024-06-02,3553.8,14990.34
359,Spring Launch,LinkedIn,Central,2024-12-18,8323.13,36289.74
360,Summer Promo,LinkedIn,West,2024-05-27,1330.54,4555.06
361,Back To School,Google Ads,West,2024-10-02,,11501.59
362,New Year Push,Facebook Ads,South,2024-05-17,758.31,2627.15
363,Spring Launch,Instagram,West,2024-08-04,5787.28,22381.24
364,Winter Sale,Email,North,2024-11-14,1483.75,5461.79
365,Summer Promo,Instagram,South,2024-02-29,2096.11,2420.22
366,New Year Push,YouTube,North,2024-02-01,1726.23,6487.69
367,Black Friday,TikTok,South,2024-09-21,6685.45,17330.44
368,Back To School,Instagram,South,2024-07-30,3652.42,14641.83
369,Winter Sale,Affiliate,South,2024-06-26,,15009.89
370,Holiday Deals,YouTube,West,2024-12-23,4447.44,8929.47
371,Spring Launch,Google Ads,Central,2025-01-18,4680.53,7982.7
372,Black Friday,LinkedIn,East,2024-10-10,7501.33,18834.95
373,Back To School,Google Ads,Central,2025-02-17,2398.91,9831.45
374,Holiday Deals,YouTube,West,2025-02-01,3900.52,10430.82
375,Back To School,Affiliate,East,2025-06-03,9074.07,27194.55
376,New Year Push ,Email,East,2025-07-26,1257.29,5355.21
377,Black Friday,Instagram,East,2025-03-06,6314.31,11615.95
378,New Year Push,Google Ads,Central,2025-08-17,1478.79,5436.18
379,Cyber Monday,LinkedIn,West,2024-02-25,6238.72,16431.82
380,New Year Push,Email,East,2024-07-03,8949.54,32705.1
381,Winter Sale,Affiliate,East,2024-08-02,1601.58,2797.78
382,Spring Launch ,Email,Central,2025-03-20,2560.04,8898.15
2,Back To School,TikTok,North,2024-11-25,431.97,1200.69
384,Black Friday,LinkedIn,South,2024-04-15,7648.34,30647.38
385,Holiday Deals,Affiliate,Central,2025-06-20,3486.61,13196.92
386,Black Friday ,Instagram,South,2025-02-17,1195.25,
387,Summer Promo,Facebook Ads,East,2024-02-08,1362.14,2845.71
388,Winter Sale,Facebook Ads,North,2024-02-19,7993.22,8789.9
389,Summer Promo,Instagram,North,2024-11-04,2369.59,8030.56
390,Cyber Monday,Facebook Ads,Central,2024-04-30,7228.36,22151.96
391,Back To School,TikTok,West,2024-10-29,6970.09,18616.4
392,Back To School ,Google Ads,North,2024-04-01,2592.81,4881.7
393,Spring Launch,facebook ads,East,2024-08-24,1897.82,7845.21
394,Winter Sale ,LinkedIn,East,2024-11-16,5875.58,12358.73
395,Summer Promo,Email,East,2025-01-01,4673.86,20046.81
396,Black Friday,Email,North,2025-02-14,1618.18,4603.59
397,Cyber Monday,Email,North,2024-05-15,5108.3,15048.12
398,New Year Push,Affiliate,South,2025-01-23,279.29,1113.95
399,Summer Promo ,Affiliate,West,2024-04-25,9327.97,25750.17
400,Back To School,TikTok,Central,2025-06-19,6996.84,29316.74
401,Cyber Monday,Email,Central,2024-02-25,7101.66,
402,Summer Promo,Facebook Ads,West,2024-11-24,5805.25,16991.16
403,Cyber Monday,Instagram,North,2025-04-15,4298.89,14813.02
24,New Year Push,Google Ads,North,2025-02-17,9350.23,39292.23
405,Holiday Deals,Instagram,West,2024-12-15,4563.31,4348.62
91,New Year Push,TikTok,West,2024-04-26,9849.93,37977.31
407,Holiday Deals,TikTok,North,2024-02-16,1334.16,5581.28
408,Holiday Deals,Instagram,South,2024-05-03,8711.97,22436.39
409,Spring Launch,YouTube,North,2024-05-06,5953.63,12478.87
410,New Year Push,Google Ads,Central,2024-02-19,642.14,1182.04
411,Summer Promo,Email,South,2024-04-16,8048.25,4173.24
412,Back To School,LinkedIn,West,2024-12-17,3401.64,7118.53
413,Holiday Deals,TikTok,Central,2024-08-10,5420.22,22653.39
414,Summer Promo,TikTok,North,2024-12-26,3528.83,6661.77
415,Holiday Deals,youtube,North,2025-06-19,7401.26,17088.56
416,Summer Promo ,LinkedIn,East,2024-05-29,2323.59,5366.93
417,New Year Push,Facebook Ads,Central,2025-07-29,1494.48,1801.67
418,Holiday Deals ,Google Ads,West,2025-01-31,5033.84,10952.13
419,Holiday Deals,Instagram,Central,2025-03-29,9156.97,17852.21
420,Back To School,Instagram,East,2025-04-04,5847.82,17713.38
421,Cyber Monday,Google Ads,West,2024-10-12,229.64,724.32
